,carrera,curso,universidad,ciclo,texto_limpio,tokens
668,Ingeniería Informática,electivos de teologia y religion,Pontificia Universidad Catolica del Peru (PUCP),4,electivos teologia religion,"['electivos', 'teologia', 'religion']"
669,Ingeniería Informática,calculo,Universidad Nacional Mayor de San Marcos,3,calculo,['calculo']
670,Ingeniería Informática,elementos de algebra y geometria,Universidad Nacional Mayor de San Marcos,3,elementos algebra geometria,"['elementos', 'algebra', 'geometria']"
671,Ingeniería Informática,algoritmica y fundamentos de programacion,Universidad Nacional Mayor de San Marcos,3,algoritmica fundamentos programacion,"['algoritmica', 'fundamentos', 'programacion']"
672,Ingeniería Informática,elementos de matematica discreta y computacional,Universidad Nacional Mayor de San Marcos,3,elementos matematica discreta computacional,"['elementos', 'matematica', 'discreta', 'computacional']"
673,Ingeniería Informática,ingles,Universidad Nacional Mayor de San Marcos,3,ingles,['ingles']
674,Ingeniería Informática,calculo,Universidad Nacional Mayor de San Marcos,4,calculo,['calculo']
675,Ingeniería Informática,algebra,Universidad Nacional Mayor de San Marcos,4,algebra,['algebra']
676,Ingeniería Informática,modelos matematicos de la fisica,Universidad Nacional Mayor de San Marcos,4,modelos matematicos fisica,"['modelos', 'matematicos', 'fisica']"
677,Ingeniería Informática,estructura de datos,Universidad Nacional Mayor de San Marcos,4,estructura datos,"['estructura', 'datos']"
678,Ingeniería Informática,ingles,Universidad Nacional Mayor de San Marcos,4,ingles,['ingles']
679,Ingeniería Informática,analisis real,Universidad Nacional Mayor de San Marcos,5,analisis real,"['analisis', 'real']"
680,Ingeniería Informática,ecuaciones diferenciales ordinarias,Universidad Nacional Mayor de San Marcos,5,ecuaciones diferenciales ordinarias,"['ecuaciones', 'diferenciales', 'ordinarias']"
681,Ingeniería Informática,metodos numericos y programacion,Universidad Nacional Mayor de San Marcos,5,metodos numericos programacion,"['metodos', 'numericos', 'programacion']"
682,Ingeniería Informática,ingles,Universidad Nacional Mayor de San Marcos,5,ingles,['ingles']
683,Ingeniería Informática,probabilidad e inferencia estadistica,Universidad Nacional Mayor de San Marcos,6,probabilidad inferencia estadistica,"['probabilidad', 'inferencia', 'estadistica']"
684,Ingeniería Informática,metodos numericos y programacion,Universidad Nacional Mayor de San Marcos,6,metodos numericos programacion,"['metodos', 'numericos', 'programacion']"
685,Ingeniería Informática,metodos de estudio universitario,Universidad Nacional Mayor de San Marcos,1,metodos estudio universitario,"['metodos', 'estudio', 'universitario']"
686,Ingeniería Informática,gestion personal,Universidad Nacional Mayor de San Marcos,1,gestion personal,"['gestion', 'personal']"
687,Ingeniería Informática,calculo,Universidad Nacional Mayor de San Marcos,1,calculo,['calculo']
688,Ingeniería Informática,matematica basica,Universidad Nacional Mayor de San Marcos,1,matematica basica,"['matematica', 'basica']"
689,Ingeniería Informática,biologia,Universidad Nacional Mayor de San Marcos,1,biologia,['biologia']
690,Ingeniería Informática,lenguaje,Universidad Nacional Mayor de San Marcos,1,lenguaje,['lenguaje']
691,Ingeniería Informática,electivo,Universidad Nacional Mayor de San Marcos,1,electivo,['electivo']
692,Ingeniería Informática,fundamentos de investigacion cientifica,Universidad Nacional Mayor de San Marcos,2,fundamentos investigacion cientifica,"['fundamentos', 'investigacion', 'cientifica']"
693,Ingeniería Informática,medio ambiente y desarrollo sostenible,Universidad Nacional Mayor de San Marcos,2,medio ambiente desarrollo sostenible,"['medio', 'ambiente', 'desarrollo', 'sostenible']"
694,Ingeniería Informática,realidad nacional y mundial,Universidad Nacional Mayor de San Marcos,2,realidad nacional mundial,"['realidad', 'nacional', 'mundial']"
695,Ingeniería Informática,calculo,Universidad Nacional Mayor de San Marcos,2,calculo,['calculo']
696,Ingeniería Informática,quimica inorganica y organica,Universidad Nacional Mayor de San Marcos,2,quimica inorganica organica,"['quimica', 'inorganica', 'organica']"
697,Ingeniería Informática,fisica general,Universidad Nacional Mayor de San Marcos,2,fisica general,"['fisica', 'general']"
698,Ingeniería Informática,electivo,Universidad Nacional Mayor de San Marcos,2,electivo,['electivo']
699,Ingeniería Informática,base de datos e ingenieria de software,Universidad Nacional Mayor de San Marcos,5,base datos ingenieria software,"['base', 'datos', 'ingenieria', 'software']"
700,Ingeniería Informática,analisis funcional,Universidad Nacional Mayor de San Marcos,6,analisis funcional,"['analisis', 'funcional']"
701,Ingeniería Informática,sistemas operativos,Universidad Nacional Mayor de San Marcos,6,sistemas operativos,"['sistemas', 'operativos']"
702,Ingeniería Informática,tecnicas de modelamiento,Universidad Nacional Mayor de San Marcos,6,tecnicas modelamiento,"['tecnicas', 'modelamiento']"
703,Ingeniería Informática,analisis funcional,Universidad Nacional Mayor de San Marcos,7,analisis funcional,"['analisis', 'funcional']"
704,Ingeniería Informática,computacion grafica,Universidad Nacional Mayor de San Marcos,7,computacion grafica,"['computacion', 'grafica']"
705,Ingeniería Informática,modelos matematicos de la ciencia,Universidad Nacional Mayor de San Marcos,7,modelos matematicos ciencia,"['modelos', 'matematicos', 'ciencia']"
706,Ingeniería Informática,inteligencia artificial,Universidad Nacional Mayor de San Marcos,7,inteligencia artificial,"['inteligencia', 'artificial']"
707,Ingeniería Informática,electivo,Universidad Nacional Mayor de San Marcos,7,electivo,['electivo']
708,Ingeniería Informática,ecuaciones diferenciales parciales,Universidad Nacional Mayor de San Marcos,8,ecuaciones diferenciales parciales,"['ecuaciones', 'diferenciales', 'parciales']"
709,Ingeniería Informática,modelos matematicos de la ciencia,Universidad Nacional Mayor de San Marcos,8,modelos matematicos ciencia,"['modelos', 'matematicos', 'ciencia']"
710,Ingeniería Informática,redes arquitectura y comunicaciones,Universidad Nacional Mayor de San Marcos,8,redes arquitectura comunicaciones,"['redes', 'arquitectura', 'comunicaciones']"
711,Ingeniería Informática,proyecto de investigacion,Universidad Nacional Mayor de San Marcos,8,proyecto investigacion,"['proyecto', 'investigacion']"
712,Ingeniería Informática,electivo,Universidad Nacional Mayor de San Marcos,8,electivo,['electivo']
713,Ingeniería Informática,optimizacion,Universidad Nacional Mayor de San Marcos,9,optimizacion,['optimizacion']
714,Ingeniería Informática,modelos matematicos de la ciencia,Universidad Nacional Mayor de San Marcos,9,modelos matematicos ciencia,"['modelos', 'matematicos', 'ciencia']"
715,Ingeniería Informática,metodos numericos y programacion,Universidad Nacional Mayor de San Marcos,9,metodos numericos programacion,"['metodos', 'numericos', 'programacion']"
716,Ingeniería Informática,desarrollo del proyecto de investigacion,Universidad Nacional Mayor de San Marcos,9,desarrollo proyecto investigacion,"['desarrollo', 'proyecto', 'investigacion']"
717,Ingeniería Informática,electivo,Universidad Nacional Mayor de San Marcos,9,electivo,['electivo']
718,Ingeniería Informática,modelos matematicos de la ciencia,Universidad Nacional Mayor de San Marcos,10,modelos matematicos ciencia,"['modelos', 'matematicos', 'ciencia']"
719,Ingeniería Informática,formulacion evaluacion y gestion de proyectos,Universidad Nacional Mayor de San Marcos,10,formulacion evaluacion gestion proyectos,"['formulacion', 'evaluacion', 'gestion', 'proyectos']"
720,Ingeniería Informática,practica pre profesional,Universidad Nacional Mayor de San Marcos,10,practica pre profesional,"['practica', 'pre', 'profesional']"
721,Ingeniería Informática,presentacion y sustentacion del proyecto de investigacion,Universidad Nacional Mayor de San Marcos,10,presentacion sustentacion proyecto investigacion,"['presentacion', 'sustentacion', 'proyecto', 'investigacion']"
722,Ingeniería Informática,electivo,Universidad Nacional Mayor de San Marcos,10,electivo,['electivo']
723,Ingeniería Informática,comunicacion y redaccion,Universidad Peruana Cayetano Heredia (UPCH),1,comunicacion redaccion,"['comunicacion', 'redaccion']"
724,Ingeniería Informática,calculo diferencial para ingenieria,Universidad Peruana Cayetano Heredia (UPCH),1,calculo diferencial ingenieria,"['calculo', 'diferencial', 'ingenieria']"
725,Ingeniería Informática,quimica general,Universidad Peruana Cayetano Heredia (UPCH),1,quimica general,"['quimica', 'general']"
726,Ingeniería Informática,filosofia y etica,Universidad Peruana Cayetano Heredia (UPCH),1,filosofia etica,"['filosofia', 'etica']"
727,Ingeniería Informática,desarrollo personal y autonomia,Universidad Peruana Cayetano Heredia (UPCH),1,desarrollo personal autonomia,"['desarrollo', 'personal', 'autonomia']"
728,Ingeniería Informática,introduccion a la ingenieria informatica,Universidad Peruana Cayetano Heredia (UPCH),1,introduccion ingenieria informatica,"['introduccion', 'ingenieria', 'informatica']"
729,Ingeniería Informática,ingles,Universidad Peruana Cayetano Heredia (UPCH),1,ingles,['ingles']
730,Ingeniería Informática,actividad complementaria,Universidad Peruana Cayetano Heredia (UPCH),1,actividad complementaria,"['actividad', 'complementaria']"
731,Ingeniería Informática,comunicacion y redaccion,Universidad Peruana Cayetano Heredia (UPCH),2,comunicacion redaccion,"['comunicacion', 'redaccion']"
732,Ingeniería Informática,algebra matricial y geometria analitica,Universidad Peruana Cayetano Heredia (UPCH),2,algebra matricial geometria analitica,"['algebra', 'matricial', 'geometria', 'analitica']"
733,Ingeniería Informática,fisica para ingenieria,Universidad Peruana Cayetano Heredia (UPCH),2,fisica ingenieria,"['fisica', 'ingenieria']"
734,Ingeniería Informática,fundamentos de programacion,Universidad Peruana Cayetano Heredia (UPCH),2,fundamentos programacion,"['fundamentos', 'programacion']"
735,Ingeniería Informática,ciencias sociales en el contexto actual,Universidad Peruana Cayetano Heredia (UPCH),2,ciencias sociales contexto actual,"['ciencias', 'sociales', 'contexto', 'actual']"
736,Ingeniería Informática,pensamiento cientifico e investigacion,Universidad Peruana Cayetano Heredia (UPCH),2,pensamiento cientifico investigacion,"['pensamiento', 'cientifico', 'investigacion']"
737,Ingeniería Informática,cultura ambiental y desarrollo sostenible,Universidad Peruana Cayetano Heredia (UPCH),2,cultura ambiental desarrollo sostenible,"['cultura', 'ambiental', 'desarrollo', 'sostenible']"
738,Ingeniería Informática,ingles,Universidad Peruana Cayetano Heredia (UPCH),2,ingles,['ingles']
739,Ingeniería Informática,actividad complementaria,Universidad Peruana Cayetano Heredia (UPCH),2,actividad complementaria,"['actividad', 'complementaria']"
740,Ingeniería Informática,calculo integral para ingenieria,Universidad Peruana Cayetano Heredia (UPCH),3,calculo integral ingenieria,"['calculo', 'integral', 'ingenieria']"
741,Ingeniería Informática,electronica digital y robotica,Universidad Peruana Cayetano Heredia (UPCH),3,electronica digital robotica,"['electronica', 'digital', 'robotica']"
742,Ingeniería Informática,procesos de innovacion en ingenieria,Universidad Peruana Cayetano Heredia (UPCH),3,procesos innovacion ingenieria,"['procesos', 'innovacion', 'ingenieria']"
743,Ingeniería Informática,bases de datos,Universidad Peruana Cayetano Heredia (UPCH),3,bases datos,"['bases', 'datos']"
744,Ingeniería Informática,paradigmas de lenguajes de programacion,Universidad Peruana Cayetano Heredia (UPCH),3,paradigmas lenguajes programacion,"['paradigmas', 'lenguajes', 'programacion']"
745,Ingeniería Informática,estructuras discretas,Universidad Peruana Cayetano Heredia (UPCH),3,estructuras discretas,"['estructuras', 'discretas']"
746,Ingeniería Informática,ingles,Universidad Peruana Cayetano Heredia (UPCH),3,ingles,['ingles']
747,Ingeniería Informática,actividad complementaria,Universidad Peruana Cayetano Heredia (UPCH),3,actividad complementaria,"['actividad', 'complementaria']"
748,Ingeniería Informática,calculo vectorial para ingenieria,Universidad Peruana Cayetano Heredia (UPCH),4,calculo vectorial ingenieria,"['calculo', 'vectorial', 'ingenieria']"
749,Ingeniería Informática,fundamentos de diseno,Universidad Peruana Cayetano Heredia (UPCH),4,fundamentos diseno,"['fundamentos', 'diseno']"
750,Ingeniería Informática,organizacion y arquitectura de computadores,Universidad Peruana Cayetano Heredia (UPCH),4,organizacion arquitectura computadores,"['organizacion', 'arquitectura', 'computadores']"
751,Ingeniería Informática,programacion orientada a objetos,Universidad Peruana Cayetano Heredia (UPCH),4,programacion orientada objetos,"['programacion', 'orientada', 'objetos']"
752,Ingeniería Informática,bases de datos,Universidad Peruana Cayetano Heredia (UPCH),4,bases datos,"['bases', 'datos']"
753,Ingeniería Informática,estructuras discretas,Universidad Peruana Cayetano Heredia (UPCH),4,estructuras discretas,"['estructuras', 'discretas']"
754,Ingeniería Informática,ingles,Universidad Peruana Cayetano Heredia (UPCH),4,ingles,['ingles']
755,Ingeniería Informática,actividad complementaria,Universidad Peruana Cayetano Heredia (UPCH),4,actividad complementaria,"['actividad', 'complementaria']"
756,Ingeniería Informática,estadistica y probabilidades para ingenieria,Universidad Peruana Cayetano Heredia (UPCH),5,estadistica probabilidades ingenieria,"['estadistica', 'probabilidades', 'ingenieria']"
757,Ingeniería Informática,humancentered design,Universidad Peruana Cayetano Heredia (UPCH),5,humancentered design,"['humancentered', 'design']"
758,Ingeniería Informática,programacion para ciencia de datos,Universidad Peruana Cayetano Heredia (UPCH),5,programacion ciencia datos,"['programacion', 'ciencia', 'datos']"
759,Ingeniería Informática,sistemas de informacion,Universidad Peruana Cayetano Heredia (UPCH),5,sistemas informacion,"['sistemas', 'informacion']"
